fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-08-11,WN,WN,WN,4553,WN,N8305E,4553,14107,PHX,"Phoenix, AZ",14679,SAN,"San Diego, CA",635,632.0,-3.0,11.0,643.0,732.0,2.0,740,734.0,-6.0,0.0,,0.0,N,65.0,62.0,49.0,1.0,304.0,,,,,,,,,
2018-05-29,UA,UA_CODESHARE,UA,4823,ZW,N432AW,4823,13930,ORD,"Chicago, IL",15380,TVC,"Traverse City, MI",1402,1427.0,25.0,16.0,1443.0,1622.0,3.0,1610,1625.0,15.0,0.0,,0.0,N,68.0,58.0,39.0,1.0,224.0,2.0,0.0,0.0,0.0,13.0,,,,
2018-05-16,AA,AA,AA,2577,AA,N972TW,2577,13851,OKC,"Oklahoma City, OK",11298,DFW,"Dallas/Fort Worth, TX",1802,1805.0,3.0,12.0,1817.0,1853.0,9.0,1913,1902.0,-11.0,0.0,,0.0,N,71.0,57.0,36.0,1.0,175.0,,,,,,,,,
2018-11-12,DL,DL_CODESHARE,DL,5144,9E,N330PQ,5144,14783,SGF,"Springfield, MO",10397,ATL,"Atlanta, GA",1342,1457.0,75.0,132.0,1709.0,1927.0,14.0,1625,1941.0,196.0,0.0,,0.0,N,103.0,224.0,78.0,1.0,563.0,0.0,30.0,121.0,0.0,45.0,,,,
2018-01-21,B6,B6,B6,1446,B6,N374JB,1446,11057,CLT,"Charlotte, NC",10721,BOS,"Boston, MA",1749,1739.0,-10.0,24.0,1803.0,1947.0,4.0,1955,1951.0,-4.0,0.0,,0.0,N,126.0,132.0,104.0,1.0,728.0,,,,,,,,,
2018-03-05,UA,UA,UA,736,UA,N38417,736,14679,SAN,"San Diego, CA",14771,SFO,"San Francisco, CA",1736,1733.0,-3.0,12.0,1745.0,1854.0,4.0,1916,1858.0,-18.0,0.0,,0.0,N,100.0,85.0,69.0,1.0,447.0,,,,,,,,,
2019-06-06,WN,WN,WN,1807,WN,N235WN,1807,15016,STL,"St. Louis, MO",12892,LAX,"Los Angeles, CA",1345,1400.0,15.0,8.0,1408.0,1539.0,13.0,1555,1552.0,-3.0,0.0,,0.0,N,250.0,232.0,211.0,1.0,1592.0,,,,,,,,,
2019-02-04,AA,AA,AA,2011,AA,N544UW,2011,14100,PHL,"Philadelphia, PA",13930,ORD,"Chicago, IL",1246,1237.0,-9.0,13.0,1250.0,1333.0,17.0,1415,1350.0,-25.0,0.0,,0.0,N,149.0,133.0,103.0,1.0,678.0,,,,,,,,,
2019-07-15,AA,AA,AA,1401,AA,N970NN,1401,11298,DFW,"Dallas/Fort Worth, TX",12889,LAS,"Las Vegas, NV",1055,1052.0,-3.0,26.0,1118.0,1135.0,7.0,1155,1142.0,-13.0,0.0,,0.0,N,180.0,170.0,137.0,1.0,1055.0,,,,,,,,,
2018-04-14,AA,AA_CODESHARE,AA,5124,OH,N570NN,5124,13342,MKE,"Milwaukee, WI",11057,CLT,"Charlotte, NC",1817,1830.0,13.0,24.0,1854.0,2138.0,33.0,2125,2211.0,46.0,0.0,,0.0,N,128.0,161.0,104.0,1.0,651.0,13.0,0.0,33.0,0.0,0.0,,,,
2019-10-24,AA,AA,AA,593,AA,N824AW,593,14986,SRQ,"Sarasota/Bradenton, FL",11057,CLT,"Charlotte, NC",1148,1147.0,-1.0,14.0,1201.0,1319.0,6.0,1341,1325.0,-16.0,0.0,,0.0,N,113.0,98.0,78.0,1.0,547.0,,,,,,,,,
2018-09-16,UA,UA,UA,2055,UA,N831UA,2055,10821,BWI,"Baltimore, MD",14771,SFO,"San Francisco, CA",715,714.0,-1.0,14.0,728.0,945.0,3.0,1008,948.0,-20.0,0.0,,0.0,N,353.0,334.0,317.0,1.0,2457.0,,,,,,,,,
2018-07-19,UA,UA_CODESHARE,UA,5358,OO,N116SY,5358,10713,BOI,"Boise, ID",14771,SFO,"San Francisco, CA",757,749.0,-8.0,17.0,806.0,835.0,6.0,858,841.0,-17.0,0.0,,0.0,N,121.0,112.0,89.0,1.0,522.0,,,,,,,,,
2018-11-08,DL,DL,DL,1532,DL,N985DL,1532,10397,ATL,"Atlanta, GA",11423,DSM,"Des Moines, IA",1509,1508.0,-1.0,17.0,1525.0,1618.0,3.0,1621,1621.0,0.0,0.0,,0.0,N,132.0,133.0,113.0,1.0,743.0,,,,,,,,,
2018-03-19,F9,F9,F9,1723,F9,N710FR,1723,13204,MCO,"Orlando, FL",15016,STL,"St. Louis, MO",2120,2137.0,17.0,20.0,2157.0,2305.0,7.0,2259,2312.0,13.0,0.0,,0.0,N,159.0,155.0,128.0,1.0,882.0,,,,,,,,,
2018-03-30,AA,AA,AA,2693,AA,N9628W,2693,11298,DFW,"Dallas/Fort Worth, TX",13256,MFE,"Mission/McAllen/Edinburg, TX",1839,1938.0,59.0,11.0,1949.0,2054.0,4.0,2018,2058.0,40.0,0.0,,0.0,N,99.0,80.0,65.0,1.0,469.0,0.0,0.0,0.0,0.0,40.0,,,,
2019-04-19,DL,DL_CODESHARE,DL,3764,OO,N288SY,3764,11433,DTW,"Detroit, MI",14685,SAV,"Savannah, GA",2019,2016.0,-3.0,20.0,2036.0,2245.0,5.0,2233,2250.0,17.0,0.0,,0.0,N,134.0,154.0,129.0,1.0,705.0,0.0,0.0,17.0,0.0,0.0,,,,
2018-06-11,AA,AA,AA,861,AA,N662AW,861,11057,CLT,"Charlotte, NC",12266,IAH,"Houston, TX",935,937.0,2.0,27.0,1004.0,1117.0,5.0,1115,1122.0,7.0,0.0,,0.0,N,160.0,165.0,133.0,1.0,912.0,,,,,,,,,
2019-03-23,DL,DL,DL,2075,DL,N906DL,2075,10397,ATL,"Atlanta, GA",13931,ORF,"Norfolk, VA",1745,1741.0,-4.0,10.0,1751.0,1903.0,4.0,1920,1907.0,-13.0,0.0,,0.0,N,95.0,86.0,72.0,1.0,516.0,,,,,,,,,
2018-06-01,WN,WN,WN,5505,WN,N7876A,5505,12339,IND,"Indianapolis, IN",11618,EWR,"Newark, NJ",1325,1727.0,242.0,14.0,1741.0,1911.0,11.0,1530,1922.0,232.0,0.0,,0.0,N,125.0,115.0,90.0,1.0,645.0,0.0,0.0,232.0,0.0,0.0,,,,
2019-09-29,AA,AA_CODESHARE,AA,3438,MQ,N265NN,3438,14524,RIC,"Richmond, VA",13930,ORD,"Chicago, IL",740,736.0,-4.0,20.0,756.0,924.0,12.0,855,936.0,41.0,0.0,,0.0,N,135.0,180.0,148.0,1.0,642.0,0.0,0.0,41.0,0.0,0.0,,,,
2018-09-30,WN,WN,WN,6067,WN,N8709Q,6067,10397,ATL,"Atlanta, GA",15304,TPA,"Tampa, FL",1355,1356.0,1.0,22.0,1418.0,1519.0,4.0,1520,1523.0,3.0,0.0,,0.0,N,85.0,87.0,61.0,1.0,406.0,,,,,,,,,
2019-05-06,UA,UA_CODESHARE,UA,5976,OO,N166SY,5976,14869,SLC,"Salt Lake City, UT",14771,SFO,"San Francisco, CA",624,612.0,-12.0,13.0,625.0,656.0,47.0,750,743.0,-7.0,0.0,,0.0,N,146.0,151.0,91.0,1.0,599.0,,,,,,,,,
2019-07-28,DL,DL,DL,2991,DL,N3750D,2991,10721,BOS,"Boston, MA",14747,SEA,"Seattle, WA",655,654.0,-1.0,18.0,712.0,945.0,33.0,1026,1018.0,-8.0,0.0,,0.0,N,391.0,384.0,333.0,1.0,2496.0,,,,,,,,,
2018-11-21,WN,WN,WN,2459,WN,N927WN,2459,11259,DAL,"Dallas, TX",13495,MSY,"New Orleans, LA",2205,2214.0,9.0,12.0,2226.0,2326.0,4.0,2325,2330.0,5.0,0.0,,0.0,N,80.0,76.0,60.0,1.0,436.0,,,,,,,,,
2019-04-23,NK,NK,NK,251,NK,N604NK,251,11042,CLE,"Cleveland, OH",10397,ATL,"Atlanta, GA",1805,1815.0,10.0,10.0,1825.0,1943.0,8.0,2000,1951.0,-9.0,0.0,,0.0,N,115.0,96.0,78.0,1.0,554.0,,,,,,,,,
2019-11-10,AA,AA_CODESHARE,AA,5181,OH,N253PS,5181,14100,PHL,"Philadelphia, PA",14098,PHF,"Newport News/Williamsburg, VA",2130,2137.0,7.0,13.0,2150.0,2226.0,5.0,2235,2231.0,-4.0,0.0,,0.0,N,65.0,54.0,36.0,1.0,201.0,,,,,,,,,
2018-10-20,UA,UA_CODESHARE,UA,5857,OO,N783SK,5857,12266,IAH,"Houston, TX",14685,SAV,"Savannah, GA",1230,1225.0,-5.0,39.0,1304.0,1548.0,4.0,1553,1552.0,-1.0,0.0,,0.0,N,143.0,147.0,104.0,1.0,851.0,,,,,,,,,
2019-08-24,HA,HA_CODESHARE,HA,634,EM,N806HC,634,12173,HNL,"Honolulu, HI",13034,LNY,"Lanai, HI",1051,1034.0,-17.0,13.0,1047.0,1106.0,1.0,1125,1107.0,-18.0,0.0,,0.0,N,34.0,33.0,19.0,1.0,72.0,,,,,,,,,
2018-12-21,UA,UA_CODESHARE,UA,5793,OO,N963SW,5793,14679,SAN,"San Diego, CA",12892,LAX,"Los Angeles, CA",825,817.0,-8.0,33.0,850.0,919.0,38.0,940,957.0,17.0,0.0,,0.0,N,75.0,100.0,29.0,1.0,109.0,0.0,0.0,17.0,0.0,0.0,,,,
2019-01-15,WN,WN,WN,499,WN,N909WN,499,13232,MDW,"Chicago, IL",14100,PHL,"Philadelphia, PA",1750,1839.0,49.0,8.0,1847.0,2112.0,5.0,2050,2117.0,27.0,0.0,,0.0,N,120.0,98.0,85.0,1.0,668.0,9.0,0.0,0.0,0.0,18.0,,,,
2019-06-19,DL,DL_CODESHARE,DL,3529,OO,N916EV,3529,10627,BIS,"Bismarck/Mandan, ND",13487,MSP,"Minneapolis, MN",1336,1341.0,5.0,19.0,1400.0,1511.0,4.0,1505,1515.0,10.0,0.0,,0.0,N,89.0,94.0,71.0,1.0,386.0,,,,,,,,,
2018-12-07,UA,UA_CODESHARE,UA,3496,YX,N751YX,3496,11278,DCA,"Washington, DC",11618,EWR,"Newark, NJ",1159,1151.0,-8.0,22.0,1213.0,1252.0,5.0,1320,1257.0,-23.0,0.0,,0.0,N,81.0,66.0,39.0,1.0,199.0,,,,,,,,,
2018-05-31,AS,AS,AS,1865,AS,N529VA,1865,11292,DEN,"Denver, CO",14771,SFO,"San Francisco, CA",1217,1212.0,-5.0,21.0,1233.0,1353.0,17.0,1357,1410.0,13.0,0.0,,0.0,N,160.0,178.0,140.0,1.0,967.0,,,,,,,,,
2018-06-21,DL,DL,DL,1200,DL,N313DN,1200,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",1125,1120.0,-5.0,23.0,1143.0,1343.0,23.0,1400,1406.0,6.0,0.0,,0.0,N,155.0,166.0,120.0,1.0,946.0,,,,,,,,,
2019-09-15,UA,UA_CODESHARE,UA,3876,ZW,N427ZW,3876,12264,IAD,"Washington, DC",14711,SCE,"State College, PA",1730,1814.0,44.0,11.0,1825.0,1854.0,2.0,1840,1856.0,16.0,0.0,,0.0,N,70.0,42.0,29.0,1.0,133.0,0.0,0.0,0.0,0.0,16.0,,,,
2018-10-28,AA,AA_CODESHARE,AA,5177,OH,N514AE,5177,11953,GNV,"Gainesville, FL",11057,CLT,"Charlotte, NC",1045,,,,,,,1214,,,1.0,A,0.0,N,89.0,,,1.0,388.0,,,,,,,,,
2018-02-07,DL,DL_CODESHARE,DL,5780,CP,N627CZ,5780,12892,LAX,"Los Angeles, CA",11298,DFW,"Dallas/Fort Worth, TX",725,802.0,37.0,19.0,821.0,1309.0,9.0,1235,1318.0,43.0,0.0,,0.0,N,190.0,196.0,168.0,1.0,1235.0,37.0,0.0,6.0,0.0,0.0,,,,
2018-06-19,WN,WN,WN,1937,WN,N429WN,1937,12889,LAS,"Las Vegas, NV",13851,OKC,"Oklahoma City, OK",2015,2028.0,13.0,12.0,2040.0,39.0,3.0,35,42.0,7.0,0.0,,0.0,N,140.0,134.0,119.0,1.0,986.0,,,,,,,,,
2018-07-03,WN,WN,WN,2090,WN,N293WN,2090,10693,BNA,"Nashville, TN",10821,BWI,"Baltimore, MD",655,653.0,-2.0,8.0,701.0,925.0,4.0,940,929.0,-11.0,0.0,,0.0,N,105.0,96.0,84.0,1.0,587.0,,,,,,,,,
2018-06-09,UA,UA_CODESHARE,UA,5440,OO,N796SK,5440,12266,IAH,"Houston, TX",10781,BTR,"Baton Rouge, LA",2145,2141.0,-4.0,9.0,2150.0,2233.0,2.0,2249,2235.0,-14.0,0.0,,0.0,N,64.0,54.0,43.0,1.0,253.0,,,,,,,,,
2019-04-14,B6,B6,B6,438,B6,N593JB,438,13204,MCO,"Orlando, FL",10529,BDL,"Hartford, CT",1039,1046.0,7.0,13.0,1059.0,1311.0,4.0,1325,1315.0,-10.0,0.0,,0.0,N,166.0,149.0,132.0,1.0,1050.0,,,,,,,,,
2019-10-17,AS,AS,AS,1376,AS,N523VA,1376,14057,PDX,"Portland, OR",14831,SJC,"San Jose, CA",1905,2100.0,115.0,14.0,2114.0,2239.0,3.0,2050,2242.0,112.0,0.0,,0.0,N,105.0,102.0,85.0,1.0,569.0,4.0,0.0,0.0,0.0,108.0,,,,
2018-03-20,WN,WN,WN,170,WN,N477WN,170,13495,MSY,"New Orleans, LA",13232,MDW,"Chicago, IL",630,631.0,1.0,9.0,640.0,828.0,2.0,845,830.0,-15.0,0.0,,0.0,N,135.0,119.0,108.0,1.0,825.0,,,,,,,,,
2018-06-18,DL,DL_CODESHARE,DL,5334,9E,N907XJ,5334,11423,DSM,"Des Moines, IA",13487,MSP,"Minneapolis, MN",1120,1119.0,-1.0,11.0,1130.0,1211.0,10.0,1230,1221.0,-9.0,0.0,,0.0,N,70.0,62.0,41.0,1.0,232.0,,,,,,,,,
2019-09-21,AA,AA,AA,2389,AA,N9021H,2389,14193,PNS,"Pensacola, FL",11298,DFW,"Dallas/Fort Worth, TX",1558,1548.0,-10.0,14.0,1602.0,1729.0,28.0,1800,1757.0,-3.0,0.0,,0.0,N,122.0,129.0,87.0,1.0,604.0,,,,,,,,,
2018-04-08,WN,WN,WN,2826,WN,N569WN,2826,12953,LGA,"New York, NY",15016,STL,"St. Louis, MO",1755,1755.0,0.0,27.0,1822.0,1952.0,7.0,1950,1959.0,9.0,0.0,,0.0,N,175.0,184.0,150.0,1.0,888.0,,,,,,,,,
2019-10-15,AS,AS,AS,341,AS,N428AS,341,14893,SMF,"Sacramento, CA",14679,SAN,"San Diego, CA",715,659.0,-16.0,16.0,715.0,822.0,21.0,850,843.0,-7.0,0.0,,0.0,N,95.0,104.0,67.0,1.0,480.0,,,,,,,,,
2018-04-18,AA,AA,AA,2,AA,N104NN,2,12892,LAX,"Los Angeles, CA",12478,JFK,"New York, NY",900,855.0,-5.0,14.0,909.0,1649.0,6.0,1748,1655.0,-53.0,0.0,,0.0,N,348.0,300.0,280.0,1.0,2475.0,,,,,,,,,
2018-04-20,HA,HA,HA,342,HA,N495HA,342,12173,HNL,"Honolulu, HI",12402,ITO,"Hilo, HI",826,821.0,-5.0,10.0,831.0,909.0,5.0,920,914.0,-6.0,0.0,,0.0,N,54.0,53.0,38.0,1.0,216.0,,,,,,,,,
2019-06-12,DL,DL,DL,2290,DL,N821DX,2290,12478,JFK,"New York, NY",10397,ATL,"Atlanta, GA",1459,1454.0,-5.0,36.0,1530.0,1730.0,12.0,1739,1742.0,3.0,0.0,,0.0,N,160.0,168.0,120.0,1.0,760.0,,,,,,,,,
2019-04-10,NK,NK,NK,568,NK,N512NK,568,13495,MSY,"New Orleans, LA",10721,BOS,"Boston, MA",912,905.0,-7.0,12.0,917.0,1309.0,8.0,1329,1317.0,-12.0,0.0,,0.0,N,197.0,192.0,172.0,1.0,1368.0,,,,,,,,,
2019-11-21,DL,DL,DL,320,DL,N325DN,320,10721,BOS,"Boston, MA",10397,ATL,"Atlanta, GA",1617,1620.0,3.0,23.0,1643.0,1905.0,8.0,1915,1913.0,-2.0,0.0,,0.0,N,178.0,173.0,142.0,1.0,946.0,,,,,,,,,
2018-09-06,UA,UA_CODESHARE,UA,5659,OO,N943SW,5659,12389,ISN,"Williston, ND",11292,DEN,"Denver, CO",1329,1311.0,-18.0,17.0,1328.0,1359.0,8.0,1430,1407.0,-23.0,0.0,,0.0,N,121.0,116.0,91.0,1.0,576.0,,,,,,,,,
2018-11-09,WN,WN,WN,436,WN,N935WN,436,10599,BHM,"Birmingham, AL",15304,TPA,"Tampa, FL",600,558.0,-2.0,13.0,611.0,812.0,3.0,825,815.0,-10.0,0.0,,0.0,N,85.0,77.0,61.0,1.0,459.0,,,,,,,,,
2019-11-05,AA,AA,AA,368,AA,N876NN,368,14747,SEA,"Seattle, WA",11298,DFW,"Dallas/Fort Worth, TX",1804,1751.0,-13.0,15.0,1806.0,2323.0,9.0,2354,2332.0,-22.0,0.0,,0.0,N,230.0,221.0,197.0,1.0,1660.0,,,,,,,,,
2018-02-02,UA,UA_CODESHARE,UA,4763,AX,N11155,4763,11292,DEN,"Denver, CO",10279,AMA,"Amarillo, TX",945,936.0,-9.0,13.0,949.0,1139.0,3.0,1205,1142.0,-23.0,0.0,,0.0,N,80.0,66.0,50.0,1.0,359.0,,,,,,,,,
2018-09-26,DL,DL_CODESHARE,DL,5745,CP,N632CZ,5745,14747,SEA,"Seattle, WA",14908,SNA,"Santa Ana, CA",1130,1128.0,-2.0,44.0,1212.0,1423.0,6.0,1419,1429.0,10.0,0.0,,0.0,N,169.0,181.0,131.0,1.0,978.0,,,,,,,,,
2019-12-27,DL,DL,DL,1810,DL,N923DN,1810,10397,ATL,"Atlanta, GA",11298,DFW,"Dallas/Fort Worth, TX",1651,1648.0,-3.0,10.0,1658.0,1753.0,10.0,1820,1803.0,-17.0,0.0,,0.0,N,149.0,135.0,115.0,1.0,731.0,,,,,,,,,
2018-07-18,DL,DL_CODESHARE,DL,3354,9E,N914XJ,3354,12478,JFK,"New York, NY",13930,ORD,"Chicago, IL",1925,1921.0,-4.0,29.0,1950.0,2045.0,12.0,2133,2057.0,-36.0,0.0,,0.0,N,188.0,156.0,115.0,1.0,740.0,,,,,,,,,
2018-08-09,UA,UA_CODESHARE,UA,3869,ZW,N430AW,3869,11995,GSO,"Greensboro/High Point, NC",13930,ORD,"Chicago, IL",1330,1326.0,-4.0,17.0,1343.0,1417.0,6.0,1435,1423.0,-12.0,0.0,,0.0,N,125.0,117.0,94.0,1.0,589.0,,,,,,,,,
2018-08-23,WN,WN,WN,2417,WN,N764SW,2417,12451,JAX,"Jacksonville, FL",10397,ATL,"Atlanta, GA",630,636.0,6.0,14.0,650.0,739.0,10.0,745,749.0,4.0,0.0,,0.0,N,75.0,73.0,49.0,1.0,270.0,,,,,,,,,
2019-08-01,DL,DL_CODESHARE,DL,5365,9E,N8928A,5365,10397,ATL,"Atlanta, GA",10990,CHO,"Charlottesville, VA",1320,1316.0,-4.0,15.0,1331.0,1437.0,4.0,1457,1441.0,-16.0,0.0,,0.0,N,97.0,85.0,66.0,1.0,457.0,,,,,,,,,
2019-09-18,DL,DL,DL,3120,DL,N922DZ,3120,11292,DEN,"Denver, CO",13487,MSP,"Minneapolis, MN",600,559.0,-1.0,16.0,615.0,840.0,6.0,853,846.0,-7.0,0.0,,0.0,N,113.0,107.0,85.0,1.0,680.0,,,,,,,,,
2019-12-06,WN,WN,WN,2243,WN,N8563Z,2243,11066,CMH,"Columbus, OH",15304,TPA,"Tampa, FL",515,511.0,-4.0,6.0,517.0,707.0,4.0,735,711.0,-24.0,0.0,,0.0,N,140.0,120.0,110.0,1.0,829.0,,,,,,,,,
2018-07-24,UA,UA_CODESHARE,UA,5830,OO,N118SY,5830,11292,DEN,"Denver, CO",11603,EUG,"Eugene, OR",1510,1511.0,1.0,13.0,1524.0,1654.0,5.0,1705,1659.0,-6.0,0.0,,0.0,N,175.0,168.0,150.0,1.0,996.0,,,,,,,,,
2019-01-13,WN,WN,WN,705,WN,N265WN,705,12191,HOU,"Houston, TX",11259,DAL,"Dallas, TX",2100,2100.0,0.0,8.0,2108.0,2147.0,7.0,2210,2154.0,-16.0,0.0,,0.0,N,70.0,54.0,39.0,1.0,239.0,,,,,,,,,
2018-09-05,WN,WN,WN,6335,WN,N7874B,6335,14893,SMF,"Sacramento, CA",14908,SNA,"Santa Ana, CA",1555,1553.0,-2.0,9.0,1602.0,1707.0,2.0,1725,1709.0,-16.0,0.0,,0.0,N,90.0,76.0,65.0,1.0,404.0,,,,,,,,,
2019-03-23,WN,WN,WN,4827,WN,N265WN,4827,12892,LAX,"Los Angeles, CA",14831,SJC,"San Jose, CA",900,857.0,-3.0,6.0,903.0,954.0,2.0,1020,956.0,-24.0,0.0,,0.0,N,80.0,59.0,51.0,1.0,308.0,,,,,,,,,
2018-12-17,UA,UA_CODESHARE,UA,4142,EV,N27200,4142,14193,PNS,"Pensacola, FL",12266,IAH,"Houston, TX",1520,1514.0,-6.0,17.0,1531.0,1654.0,8.0,1708,1702.0,-6.0,0.0,,0.0,N,108.0,108.0,83.0,1.0,489.0,,,,,,,,,
2019-11-14,NK,NK,NK,1446,NK,N623NK,1446,13930,ORD,"Chicago, IL",10397,ATL,"Atlanta, GA",1457,1453.0,-4.0,15.0,1508.0,1735.0,22.0,1800,1757.0,-3.0,0.0,,0.0,N,123.0,124.0,87.0,1.0,606.0,,,,,,,,,
2018-10-14,AA,AA_CODESHARE,AA,4709,YX,N412YX,4709,11433,DTW,"Detroit, MI",11278,DCA,"Washington, DC",1127,1120.0,-7.0,12.0,1132.0,1242.0,3.0,1300,1245.0,-15.0,0.0,,0.0,N,93.0,85.0,70.0,1.0,405.0,,,,,,,,,
2018-12-04,UA,UA,UA,669,UA,N68817,669,11292,DEN,"Denver, CO",13487,MSP,"Minneapolis, MN",2030,2028.0,-2.0,14.0,2042.0,2316.0,3.0,2321,2319.0,-2.0,0.0,,0.0,N,111.0,111.0,94.0,1.0,680.0,,,,,,,,,
2019-06-24,AA,AA,AA,349,AA,N983NN,349,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",1330,1326.0,-4.0,19.0,1345.0,1455.0,41.0,1512,1536.0,24.0,0.0,,0.0,N,162.0,190.0,130.0,1.0,733.0,0.0,0.0,24.0,0.0,0.0,,,,
2019-11-14,WN,WN,WN,2200,WN,N7743B,2200,15016,STL,"St. Louis, MO",14100,PHL,"Philadelphia, PA",1955,2002.0,7.0,8.0,2010.0,2251.0,5.0,2255,2256.0,1.0,0.0,,0.0,N,120.0,114.0,101.0,1.0,814.0,,,,,,,,,
2019-06-25,DL,DL,DL,1793,DL,N956AT,1793,13485,MSN,"Madison, WI",13487,MSP,"Minneapolis, MN",1135,1128.0,-7.0,11.0,1139.0,1219.0,4.0,1240,1223.0,-17.0,0.0,,0.0,N,65.0,55.0,40.0,1.0,228.0,,,,,,,,,
2018-04-18,DL,DL_CODESHARE,DL,5716,CP,N633CZ,5716,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",1900,1938.0,38.0,41.0,2019.0,2106.0,9.0,2030,2115.0,45.0,0.0,,0.0,N,90.0,97.0,47.0,1.0,236.0,0.0,0.0,7.0,0.0,38.0,,,,
2019-08-09,AA,AA_CODESHARE,AA,4721,PT,N646AE,4721,10990,CHO,"Charlottesville, VA",11057,CLT,"Charlotte, NC",708,658.0,-10.0,16.0,714.0,802.0,8.0,827,810.0,-17.0,0.0,,0.0,N,79.0,72.0,48.0,1.0,245.0,,,,,,,,,
2019-08-09,DL,DL_CODESHARE,DL,3903,OO,N601XJ,3903,13433,MOT,"Minot, ND",13487,MSP,"Minneapolis, MN",1117,1113.0,-4.0,8.0,1121.0,1226.0,6.0,1247,1232.0,-15.0,0.0,,0.0,N,90.0,79.0,65.0,1.0,449.0,,,,,,,,,
2019-02-09,DL,DL,DL,2914,DL,N321DH,2914,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",1130,1136.0,6.0,11.0,1147.0,1322.0,5.0,1338,1327.0,-11.0,0.0,,0.0,N,128.0,111.0,95.0,1.0,762.0,,,,,,,,,
2019-06-12,WN,WN,WN,2055,WN,N442WN,2055,10821,BWI,"Baltimore, MD",10423,AUS,"Austin, TX",1520,1525.0,5.0,18.0,1543.0,1754.0,4.0,1745,1758.0,13.0,0.0,,0.0,N,205.0,213.0,191.0,1.0,1342.0,,,,,,,,,
2019-01-08,WN,WN,WN,445,WN,N552WN,445,10423,AUS,"Austin, TX",13204,MCO,"Orlando, FL",1610,1609.0,-1.0,9.0,1618.0,1915.0,5.0,1940,1920.0,-20.0,0.0,,0.0,N,150.0,131.0,117.0,1.0,994.0,,,,,,,,,
2018-11-11,DL,DL,DL,1657,DL,N682DA,1657,10397,ATL,"Atlanta, GA",11697,FLL,"Fort Lauderdale, FL",2016,2029.0,13.0,11.0,2040.0,2201.0,3.0,2207,2204.0,-3.0,0.0,,0.0,N,111.0,95.0,81.0,1.0,581.0,,,,,,,,,
2018-02-20,DL,DL,DL,2091,DL,N844DN,2091,15304,TPA,"Tampa, FL",10397,ATL,"Atlanta, GA",1314,1310.0,-4.0,10.0,1320.0,1422.0,6.0,1447,1428.0,-19.0,0.0,,0.0,N,93.0,78.0,62.0,1.0,406.0,,,,,,,,,
2019-05-11,AA,AA,AA,55,AA,N966AN,55,14771,SFO,"San Francisco, CA",11298,DFW,"Dallas/Fort Worth, TX",700,827.0,87.0,17.0,844.0,1356.0,25.0,1234,1421.0,107.0,0.0,,0.0,N,214.0,234.0,192.0,1.0,1464.0,0.0,0.0,107.0,0.0,0.0,,,,
2019-10-25,AS,AS,AS,1177,AS,N642VA,1177,11292,DEN,"Denver, CO",14747,SEA,"Seattle, WA",1620,1746.0,86.0,18.0,1804.0,1941.0,8.0,1825,1949.0,84.0,0.0,,0.0,N,185.0,183.0,157.0,1.0,1024.0,0.0,0.0,0.0,0.0,84.0,,,,
2018-09-02,WN,WN,WN,1783,WN,N782SA,1783,11278,DCA,"Washington, DC",10693,BNA,"Nashville, TN",650,712.0,22.0,12.0,724.0,741.0,4.0,735,745.0,10.0,0.0,,0.0,N,105.0,93.0,77.0,1.0,562.0,,,,,,,,,
2018-08-23,UA,UA,UA,448,UA,N37470,448,10721,BOS,"Boston, MA",11292,DEN,"Denver, CO",1540,1543.0,3.0,15.0,1558.0,1756.0,9.0,1805,1805.0,0.0,0.0,,0.0,N,265.0,262.0,238.0,1.0,1754.0,,,,,,,,,
2018-10-30,UA,UA_CODESHARE,UA,3821,ZW,N437AW,3821,12264,IAD,"Washington, DC",11267,DAY,"Dayton, OH",1735,1719.0,-16.0,21.0,1740.0,1840.0,19.0,1913,1859.0,-14.0,0.0,,0.0,N,98.0,100.0,60.0,1.0,368.0,,,,,,,,,
2019-04-28,B6,B6,B6,701,B6,N980JT,701,11697,FLL,"Fort Lauderdale, FL",12892,LAX,"Los Angeles, CA",1039,1034.0,-5.0,27.0,1101.0,1301.0,24.0,1333,1325.0,-8.0,0.0,,0.0,N,354.0,351.0,300.0,1.0,2343.0,,,,,,,,,
2019-07-22,AA,AA_CODESHARE,AA,4388,YX,N122HQ,4388,11278,DCA,"Washington, DC",14321,PWM,"Portland, ME",1151,1220.0,29.0,13.0,1233.0,1339.0,3.0,1325,1342.0,17.0,0.0,,0.0,N,94.0,82.0,66.0,1.0,482.0,17.0,0.0,0.0,0.0,0.0,,,,
